species	clade	n	mm	obs	null	pct_obs	pct_null
drpotanse	Viridiplantae	500	3	0	1	0.0	0.2
drpotanse	Viridiplantae	500	4	4	5	0.8	1.0
drpotanse	Viridiplantae	500	5	356	93	71.2	18.6
drroscani	Invertebrate	500	0	0	0	0.0	0.0
drroscani	Invertebrate	500	1	0	0	0.0	0.0
drroscani	Invertebrate	500	2	0	0	0.0	0.0
drroscani	Invertebrate	500	3	0	1	0.0	0.2
drroscani	Invertebrate	500	4	1	13	0.2	2.6
drroscani	Invertebrate	500	5	128	103	25.6	20.6
drgeuriva	Viridiplantae	500	0	0	0	0.0	0.0
drgeuriva	Viridiplantae	500	1	0	0	0.0	0.0
drgeuriva	Viridiplantae	500	2	0	0	0.0	0.0
drgeuriva	Viridiplantae	500	3	0	0	0.0	0.0
drgeuriva	Viridiplantae	500	4	0	16	0.0	3.2
drgeuriva	Viridiplantae	500	5	48	135	9.6	27.0
drchaangu	Viridiplantae	498	0	0	0	0.0	0.0
drchaangu	Viridiplantae	498	1	0	0	0.0	0.0
drchaangu	Viridiplantae	498	2	0	0	0.0	0.0
drchaangu	Viridiplantae	498	3	0	3	0.0	0.6024096385542169
drchaangu	Viridiplantae	498	4	27	20	5.421686746987952	4.016064257028113
drchaangu	Viridiplantae	498	5	206	144	41.36546184738956	28.91566265060241
ddbarvulg	Viridiplantae	500	0	0	0	0.0	0.0
ddbarvulg	Viridiplantae	500	1	0	0	0.0	0.0
ddbarvulg	Viridiplantae	500	2	0	0	0.0	0.0
ddbarvulg	Viridiplantae	500	3	0	3	0.0	0.6
ddbarvulg	Viridiplantae	500	4	15	37	3.0	7.4
ddbarvulg	Viridiplantae	500	5	312	294	62.4	58.8
ddarathal	Viridiplantae	500	0	0	0	0.0	0.0
ddarathal	Viridiplantae	500	1	0	0	0.0	0.0
ddarathal	Viridiplantae	500	2	0	0	0.0	0.0
ddarathal	Viridiplantae	500	3	0	1	0.0	0.2
ddarathal	Viridiplantae	500	4	2	19	0.4	3.8
ddarathal	Viridiplantae	500	5	36	166	7.2	33.2
ddpopnigr	Viridiplantae	500	0	0	0	0.0	0.0
ddpopnigr	Viridiplantae	500	1	0	0	0.0	0.0
ddpopnigr	Viridiplantae	500	2	0	0	0.0	0.0
ddpopnigr	Viridiplantae	500	3	2	4	0.4	0.8
ddpopnigr	Viridiplantae	500	4	53	26	10.6	5.2
ddpopnigr	Viridiplantae	500	5	270	136	54.0	27.2
ddeuppepu	Viridiplantae	500	0	0	0	0.0	0.0
ddeuppepu	Viridiplantae	500	1	0	0	0.0	0.0
ddeuppepu	Viridiplantae	500	2	0	0	0.0	0.0
ddeuppepu	Viridiplantae	500	3	0	3	0.0	0.6
ddeuppepu	Viridiplantae	500	4	14	26	2.8	5.2
ddeuppepu	Viridiplantae	500	5	341	147	68.2	29.4
ddmerannu	Viridiplantae	500	0	0	0	0.0	0.0
ddmerannu	Viridiplantae	500	1	0	0	0.0	0.0
ddmerannu	Viridiplantae	500	2	0	0	0.0	0.0
ddmerannu	Viridiplantae	500	3	1	0	0.2	0.0
ddmerannu	Viridiplantae	500	4	5	17	1.0	3.4
ddmerannu	Viridiplantae	500	5	87	98	17.4	19.6
drhedheli	Viridiplantae	500	0	0	0	0.0	0.0
drhedheli	Viridiplantae	500	1	0	0	0.0	0.0
drhedheli	Viridiplantae	500	2	0	0	0.0	0.0
drhedheli	Viridiplantae	500	3	0	0	0.0	0.0
drhedheli	Viridiplantae	500	4	8	19	1.6	3.8
drhedheli	Viridiplantae	500	5	109	126	21.8	25.2
ddhotpalu	Viridiplantae	500	0	0	0	0.0	0.0
ddhotpalu	Viridiplantae	500	1	0	0	0.0	0.0
ddhotpalu	Viridiplantae	500	2	0	0	0.0	0.0
ddhotpalu	Viridiplantae	500	3	0	0	0.0	0.0
ddhotpalu	Viridiplantae	500	4	2	22	0.4	4.4
ddhotpalu	Viridiplantae	500	5	68	180	13.6	36.0
datanvulg	Viridiplantae	500	0	0	0	0.0	0.0
datanvulg	Viridiplantae	500	1	0	0	0.0	0.0
datanvulg	Viridiplantae	500	2	0	0	0.0	0.0
datanvulg	Viridiplantae	500	3	0	2	0.0	0.4
datanvulg	Viridiplantae	500	4	0	17	0.0	3.4
datanvulg	Viridiplantae	500	5	37	109	7.4	21.8
daarcminu	Viridiplantae	500	0	0	0	0.0	0.0
daarcminu	Viridiplantae	500	1	0	0	0.0	0.0
daarcminu	Viridiplantae	500	2	0	0	0.0	0.0
daarcminu	Viridiplantae	500	3	5	2	1.0	0.4
daarcminu	Viridiplantae	500	4	21	15	4.2	3.0
daarcminu	Viridiplantae	500	5	306	151	61.2	30.2
dalyceuro	Viridiplantae	500	0	0	0	0.0	0.0
dalyceuro	Viridiplantae	500	1	0	0	0.0	0.0
dalyceuro	Viridiplantae	500	2	0	0	0.0	0.0
dalyceuro	Viridiplantae	500	3	2	7	0.4	1.4
dalyceuro	Viridiplantae	500	4	52	65	10.4	13.0
dalyceuro	Viridiplantae	500	5	201	314	40.2	62.8
dascugale	Viridiplantae	500	0	0	0	0.0	0.0
dascugale	Viridiplantae	500	1	0	0	0.0	0.0
dascugale	Viridiplantae	500	2	0	0	0.0	0.0
dascugale	Viridiplantae	500	3	3	0	0.6	0.0
dascugale	Viridiplantae	500	4	6	7	1.2	1.4
dascugale	Viridiplantae	500	5	53	75	10.6	15.0
dabalnigr	Viridiplantae	500	0	0	0	0.0	0.0
dabalnigr	Viridiplantae	500	1	0	0	0.0	0.0
dabalnigr	Viridiplantae	500	2	0	0	0.0	0.0
dabalnigr	Viridiplantae	500	3	0	0	0.0	0.0
dabalnigr	Viridiplantae	500	4	3	1	0.6	0.2
dabalnigr	Viridiplantae	500	5	25	28	5.0	5.6
damisoron	Viridiplantae	500	0	0	0	0.0	0.0
damisoron	Viridiplantae	500	1	0	0	0.0	0.0
damisoron	Viridiplantae	500	2	0	0	0.0	0.0
damisoron	Viridiplantae	500	3	0	0	0.0	0.0
damisoron	Viridiplantae	500	4	7	9	1.4	1.8
damisoron	Viridiplantae	500	5	291	92	58.2	18.4
dalinvulg	Viridiplantae	500	0	0	0	0.0	0.0
dalinvulg	Viridiplantae	500	1	0	0	0.0	0.0
dalinvulg	Viridiplantae	500	2	0	0	0.0	0.0
dalinvulg	Viridiplantae	500	3	0	1	0.0	0.2
dalinvulg	Viridiplantae	500	4	2	28	0.4	5.6
dalinvulg	Viridiplantae	500	5	413	194	82.6	38.8
dashearve	Viridiplantae	495	0	0	0	0.0	0.0
dashearve	Viridiplantae	495	1	0	0	0.0	0.0
dashearve	Viridiplantae	495	2	0	0	0.0	0.0
dashearve	Viridiplantae	495	3	0	0	0.0	0.0
dashearve	Viridiplantae	495	4	0	1	0.0	0.20202020202020202
dashearve	Viridiplantae	495	5	2	17	0.40404040404040403	3.4343434343434343
human	Human	500	0	134	0	26.8	0.0
human	Human	500	1	196	0	39.2	0.0
human	Human	500	2	219	0	43.8	0.0
human	Human	500	3	232	1	46.4	0.2
human	Human	500	4	248	22	49.6	4.4
human	Human	500	5	375	151	75.0	30.2
